0.001258 	0.000526 	0.000136 	-0.000618 	90.001167 	0.001400 
-1.888742 	45.712494 	-42.138397 	-0.893878 	3.376712 	-85.732808 
26.581136 	47.658011 	-16.227858 	-44.626856 	66.326379 	-51.609932 
37.455865 	34.831658 	23.132044 	-68.251259 	90.120642 	-7.931505 
46.800643 	26.446974 	48.226745 	-89.302008 	99.776626 	-64.210260 
56.094586 	-35.258150 	41.890538 	-56.010678 	42.485021 	-22.291983 
31.528177 	-36.491727 	-19.970153 	-15.439259 	81.358250 	60.181866 
37.666524 	-14.554852 	-21.845651 	9.025432 	98.261768 	111.911641 
49.696572 	-14.554975 	-53.981140 	-18.954312 	99.994081 	62.036391 
56.836094 	-35.583131 	3.407922 	-44.307988 	48.336803 	25.339525 
43.047266 	-45.780202 	23.712959 	5.566486 	64.927302 	-35.477381 
52.962154 	4.952002 	-22.197798 	-11.991323 	86.627101 	10.725234 
117.137123 	-7.714611 	-34.122724 	-57.508528 	96.233701 	51.883444 
130.776226 	-15.539850 	-13.048020 	-81.920297 	104.107784 	98.291397 
137.373880 	1.797059 	-31.887954 	-67.904709 	100.019806 	41.487427 
146.724604 	3.989388 	-52.712369 	-93.644320 	105.127781 	102.091818 
120.638545 	38.404444 	-76.433206 	-91.964612 	100.773078 	137.998811 
103.455444 	29.037288 	-41.890461 	-111.581200 	103.429138 	222.815296 
109.822991 	19.758663 	37.418048 	-82.706690 	88.099903 	247.305532 
105.118910 	42.011436 	17.168117 	-60.841515 	77.080649 	224.125882 
100.806622 	47.792836 	-15.074383 	-68.270265 	95.453987 	252.081299 
121.799122 	35.218814 	-2.122095 	-80.528182 	100.702737 	189.527549 
128.305631 	46.208515 	13.411174 	-55.364269 	90.665686 	208.531342 
119.106564 	1.066164 	24.286196 	-45.062828 	84.215887 	232.697986 
-36.467575 	33.101721 	7.408825 	65.597367 	74.222556 	37.170617 
-45.340932 	27.301488 	22.723373 	53.268645 	50.251061 	60.176437 
-59.691857 	35.835691 	33.317138 	69.018306 	60.724592 	33.925955 
-54.614521 	23.886738 	11.068476 	50.669634 	71.322287 	19.936497 
-49.478277 	45.349031 	-23.118323 	37.345548 	80.981157 	37.655396 
-64.743272 	50.933756 	-5.446916 	46.907039 	90.925496 	20.970801 
-54.040678 	-21.237659 	11.536695 	34.648623 	52.466945 	44.595825 
-43.350693 	-29.622459 	-5.850542 	15.831382 	31.073531 	71.123522 
-58.804768 	-35.924792 	14.125652 	28.089907 	-8.688268 	80.756406 
-41.203115 	-39.709341 	6.954005 	-6.606114 	-18.856344 	93.615666 
-51.860678 	-45.359321 	24.766315 	27.492529 	-23.211339 	58.177919 
-62.135074 	5.976027 	-18.167056 	5.179550 	56.879033 	88.785063 
-123.531719 	-14.606388 	-25.379268 	51.308763 	75.257808 	77.117891 
-127.545623 	-34.796470 	10.331782 	56.153039 	89.770049 	101.235375 
-127.205174 	-47.044459 	19.375517 	61.707355 	76.321273 	114.432333 
-139.675715 	10.944306 	-12.629259 	67.199676 	88.371142 	134.989244 
-145.976487 	16.702556 	-32.900424 	77.717537 	100.384695 	158.128523 
-154.239545 	-22.500725 	-2.994019 	59.315760 	104.267263 	120.931838 
-131.716778 	25.441558 	-13.443464 	36.136985 	99.463581 	94.209805 
-119.106665 	42.097260 	7.346558 	19.907030 	89.104320 	70.535167 
-131.872888 	49.945799 	23.363577 	8.012825 	96.605864 	47.554505 
-115.622963 	27.627301 	33.442119 	25.903460 	82.256411 	71.656619 
-122.628710 	-11.162966 	43.681178 	20.730901 	94.755025 	86.823350 
-136.618816 	-24.170321 	32.137929 	38.858378 	86.526581 	98.295652 
-0.231910 	39.258712 	6.201704 	-3.937500 	-42.141919 	-88.550710 
0.089361 	25.211790 	27.412426 	27.171624 	-26.822220 	-65.261033 
